,cg18649438,cg12633154,cg01856645,cg10568066,cg13401893,cg04193820,cg09296957,cg19867917,cg26615126,cg06501366,cg06791446,cg24503407,cg16430428,cg26730543,cg11805311,cg09715672,cg14142171,cg23130075,cg14893161,cg00026375,cg10930308,cg27022933,cg09811317,cg01347228,cg10945539,cg15258416,cg27038439,cg19432362,cg17872886,cg07157834,cg16078649,cg18459618,cg24404630,cg06148175,cg13918754,cg24840099,cg22454011,cg17835678,cg23721712,cg26354017,cg01754756,cg20349812,cg15056105,cg26667946,cg02674384,cg24755996,cg11857033,cg15848031,cg26800803,cg18105675,cg14159672,cg15089314,cg09573585,cg10605681,cg25835179,cg25821304,cg21538208,cg15176413,cg20469139,cg07167872,cg05117982,cg14582057,cg07382347,cg12355172,cg03596034,cg00948524,cg07179033,cg08912051,cg25144207,cg12894325,cg26395382,cg12109566,cg08896939,cg00737978,cg02017534,cg00350199,cg11096993,cg04590184,cg01902605,cg14825976,cg25643819,cg25052156,cg10381888,cg16722947,cg02188185,cg26993102,cg08035082,cg09683562,cg14269973,cg04986336,cg25374649,cg03400060,cg12261786,cg09974661,cg01240599,cg08605991,cg00835279,cg17178900,cg04565008,cg11965913,cg25298725,cg09279736,cg14846965,cg14753599,cg18602114,cg25658983,cg24438909,cg08328513,cg12979844,cg08018585
GSM4299464,0.226158,0.6328904,0.7579481,0.6966515,0.6196937,0.39487,0.571179,0.7381801,0.7283868,0.7669366,0.663657,0.6892896,0.6478909,0.4877082,0.4270738,0.2829427,0.368185,0.6031216,0.5067859,0.1886181,0.4304471,0.4833409,0.13152822,0.3873018,0.7552726,0.11814739,0.761435,0.7089309,0.7687079,0.75853,0.5513949,0.2861369,0.2394162,0.5919493,0.2489943,0.4174836,0.3684503,0.7540272,0.168766,0.7474629,0.3879354,0.4581756,0.2310471,0.3475485,0.3449859,0.8832405,0.1931928,0.6579409,0.214935,0.8144414,0.6733655,0.76589,0.3593989,0.3686691,0.4813049,0.16077591,0.4278536,0.4897919,0.3644297,0.6664383,0.3911552,0.3854243,0.3724948,0.5146805,0.2760962,0.1000022,0.3097887,0.0898155,0.5063094,0.4631883,0.4201123,0.1969507,0.42375,0.3232541,0.3215716,0.5132751,0.6920129,0.204227,0.8361845,0.3544297,0.327486,0.7145778,0.8587777,0.8000574,0.4419281,0.7411265,0.7455836,0.1896823,0.3280296,0.5510809,0.3040087,0.6900099,0.7255015,0.7294511,0.542109,0.8268938,0.516095,0.7879196,0.5274159,0.6265998,0.32171333,0.4606791,0.3480933,0.517426,0.5806256,0.4870319,0.4105453,0.7948296,0.4292157,0.3940632
GSM4299467,0.2233277,0.5979656,0.652015,0.6501329,0.5750731,0.3696246,0.5494137,0.5828343,0.760228,0.6545401,0.4743441,0.675495,0.6529417,0.4572652,0.3789602,0.266259,0.3165823,0.5867667,0.4914875,0.1874984,0.5015992,0.4574356,0.14628131,0.3560511,0.7108285,0.10434099,0.7425389,0.6877591,0.6444789,0.7298719,0.5386372,0.2820573,0.1698911,0.5511413,0.259156,0.3586765,0.3253953,0.7187092,0.1431764,0.809789,0.3463832,0.5449329,0.235878,0.3355513,0.3383474,0.8557472,0.1606205,0.6195932,0.2218259,0.6741325,0.6820155,0.7579779,0.3658124,0.2752022,0.5347173,0.17498185,0.5570304,0.5385285,0.3725398,0.6548755,0.4736485,0.3564903,0.4036854,0.5301377,0.270199,0.10709655,0.3210947,0.11840364,0.3648184,0.4432371,0.442927,0.2438448,0.4104655,0.2343457,0.3007125,0.4572489,0.6695155,0.2079275,0.782968,0.3009654,0.2209005,0.6340539,0.8344805,0.7399831,0.3965358,0.7424033,0.8393773,0.1773456,0.2914393,0.5489141,0.2435257,0.5935975,0.7220638,0.6422217,0.5528172,0.7807458,0.3922128,0.8100819,0.5078333,0.5920953,0.2678203,0.4681966,0.3177227,0.502182,0.5597312,0.3642416,0.3352269,0.7492216,0.3773198,0.3878952
GSM4299471,0.2468654,0.6200836,0.7607634,0.6956607,0.6018309,0.4149763,0.5914061,0.7990044,0.7794562,0.7513389,0.5205868,0.5315644,0.6816667,0.4902749,0.3831031,0.2855232,0.4069872,0.6482375,0.4389211,0.1742308,0.5643436,0.5030247,0.13914699,0.3453421,0.7738699,0.1132937,0.7896166,0.7058676,0.798171,0.7134598,0.5399967,0.277274,0.2200733,0.6100697,0.3266231,0.4242933,0.3420421,0.7501603,0.1389024,0.7313163,0.3366874,0.5078913,0.236027,0.2454417,0.332844,0.7965259,0.1710488,0.6218481,0.2390752,0.7976046,0.5928112,0.7386347,0.336398,0.2523899,0.5403842,0.13970755,0.5041657,0.5077644,0.4120114,0.5570435,0.4381389,0.3764317,0.3964365,0.5423607,0.2665535,0.13849927,0.3267711,0.07500599,0.5483232,0.4610425,0.4059941,0.2223503,0.4297098,0.2720207,0.3222483,0.490211,0.7237537,0.2107722,0.8646864,0.2729732,0.1761229,0.5712019,0.8615918,0.7100968,0.4256606,0.7527578,0.8189157,0.167933,0.2598069,0.5375858,0.2904564,0.7087543,0.7057731,0.7759172,0.5359638,0.795394,0.4983432,0.7858654,0.5477936,0.417054,0.29668138,0.5075911,0.3149932,0.4884156,0.5286011,0.3950212,0.3821809,0.7924871,0.3526604,0.2970608
GSM4299474,0.2340607,0.6886618,0.6963597,0.7384744,0.6809016,0.4415605,0.5874257,0.6565098,0.7614793,0.7349315,0.6497495,0.5803128,0.5858158,0.5189752,0.3865523,0.263923,0.4771875,0.6466089,0.4006438,0.1659907,0.5988731,0.4519607,0.12904351,0.3809319,0.7401036,0.11764902,0.6524617,0.7561988,0.7153969,0.7304326,0.5633855,0.296794,0.2496009,0.5835895,0.3236993,0.3722212,0.4670194,0.7540066,0.1516952,0.6394113,0.3746417,0.5288021,0.3547386,0.3019124,0.3243621,0.811327,0.1584704,0.6195495,0.2577414,0.719843,0.5175091,0.7561021,0.359213,0.4180763,0.5550727,0.13614114,0.5247225,0.5632668,0.4185827,0.5743842,0.4253579,0.4250185,0.4312204,0.5543858,0.2906767,0.13022469,0.3493641,0.07459741,0.4021561,0.4229618,0.4199967,0.1755828,0.46495,0.3215713,0.2787403,0.4909228,0.7506381,0.1869386,0.8000932,0.3515614,0.1585605,0.7230556,0.8596217,0.8043473,0.5545184,0.7767655,0.7968457,0.1585648,0.2765535,0.5551884,0.3577354,0.5619804,0.7584862,0.6239107,0.5253805,0.8092941,0.3709666,0.717565,0.5037696,0.4947946,0.29787527,0.5658808,0.4115353,0.4827141,0.463291,0.4585082,0.4003932,0.768482,0.3909251,0.3428509
GSM4299475,0.2339165,0.5109825,0.6619255,0.625854,0.5099793,0.355181,0.4626457,0.6257792,0.7533615,0.6554916,0.4893672,0.897059,0.6216934,0.4033917,0.373254,0.1928645,0.403078,0.5216439,0.8767115,0.1940203,0.3192589,0.3854184,0.12006078,0.326887,0.690513,0.12459053,0.6930911,0.7814821,0.743558,0.8985011,0.5399723,0.2471672,0.2757408,0.4743807,0.2068183,0.4341808,0.4012351,0.7328938,0.1652925,0.8843917,0.3068614,0.390968,0.3009027,0.2795198,0.2989007,0.8314131,0.1633782,0.619711,0.2108051,0.7747863,0.8960019,0.7359636,0.2937846,0.3019789,0.4590008,0.15589636,0.5125245,0.4807568,0.321696,0.7796399,0.3295927,0.3460869,0.375427,0.445632,0.2594987,0.12884937,0.2929897,0.05014556,0.4477745,0.4087105,0.4125234,0.2052613,0.3184175,0.3289067,0.3013781,0.3950467,0.6413499,0.1593544,0.7620304,0.3311748,0.2612375,0.62119,0.8545795,0.7385275,0.4014156,0.7556104,0.7824923,0.1417828,0.2450866,0.5315631,0.3534885,0.5310595,0.6718368,0.6540758,0.5213907,0.7839151,0.4545296,0.8985468,0.4442598,0.858148,0.21254654,0.4913604,0.372643,0.4575987,0.4915808,0.3985311,0.4072222,0.7252053,0.3950198,0.3450895
GSM4299480,0.2188277,0.6499228,0.5834169,0.7140504,0.6537557,0.4899636,0.4449808,0.6009092,0.6811641,0.5898398,0.6510718,0.5868067,0.5995621,0.4269163,0.3987925,0.2238509,0.3186631,0.513033,0.4502537,0.1681731,0.4981808,0.4252653,0.12691593,0.4818906,0.7668303,0.13135733,0.7303774,0.7659205,0.5811347,0.726108,0.620374,0.3581048,0.2327617,0.5001681,0.238057,0.3809767,0.4007928,0.6756258,0.1194173,0.7051977,0.3734886,0.4992159,0.296094,0.3377337,0.3196251,0.8436968,0.2429427,0.6561275,0.257613,0.7311599,0.582251,0.7538471,0.3430233,0.211528,0.4394355,0.13881125,0.5573243,0.4558993,0.4545455,0.6099985,0.3911617,0.4028202,0.4423766,0.4214069,0.3060033,0.16636244,0.3060366,0.05771951,0.4844981,0.4539406,0.4678832,0.1927825,0.5451668,0.3313846,0.2854328,0.4170262,0.6595088,0.2527447,0.7817959,0.3678824,0.2077221,0.7393439,0.842171,0.7107693,0.4025314,0.7404129,0.7786451,0.1390352,0.2926457,0.4664051,0.297623,0.477345,0.7408652,0.6074953,0.5076477,0.8201707,0.3899572,0.7661338,0.4338856,0.4606813,0.27927578,0.5049471,0.3797024,0.5249422,0.5641977,0.4330052,0.3720851,0.7020353,0.4326282,0.374409
GSM4299481,0.2586867,0.5880433,0.675771,0.6141962,0.5729153,0.4569559,0.5158249,0.6514465,0.7328787,0.6571637,0.7540813,0.2763975,0.5838905,0.4520296,0.3488938,0.22621,0.4192819,0.5425991,0.2386627,0.1899297,0.4480698,0.4195894,0.12683029,0.349873,0.7294922,0.12243001,0.7882644,0.8229121,0.7121072,0.5916986,0.5665058,0.2564994,0.2082057,0.509276,0.2681407,0.4782562,0.4312285,0.745758,0.1661643,0.5468921,0.3641601,0.3956708,0.3161902,0.2914078,0.3089431,0.8424543,0.1798842,0.6560154,0.2138436,0.7550955,0.3477452,0.7402109,0.2973565,0.3667634,0.5192798,0.15267821,0.6815811,0.379243,0.4450628,0.3539859,0.3393003,0.3998113,0.3619574,0.4741907,0.2489565,0.11178037,0.291665,0.0693593,0.4850954,0.4084702,0.4121143,0.2038457,0.4331414,0.276078,0.3858115,0.4607433,0.6203052,0.1482024,0.8253424,0.3561019,0.2556646,0.8565705,0.8714337,0.7291628,0.3963437,0.7471088,0.832651,0.144808,0.2732346,0.5432434,0.3136567,0.5758117,0.7112246,0.6203173,0.4950871,0.7990259,0.4172093,0.5425098,0.4621732,0.1681961,0.30735869,0.4636912,0.4291659,0.5099646,0.5014643,0.4836334,0.4180553,0.7246541,0.4400811,0.3937781
GSM4299484,0.2086864,0.6186408,0.7020047,0.6727343,0.6392239,0.4352735,0.4718149,0.5732042,0.7282448,0.6501963,0.6624709,0.4123303,0.541608,0.4504539,0.2673279,0.2127884,0.3972007,0.5481943,0.2541097,0.1952474,0.4800981,0.4367406,0.15532467,0.4490125,0.7008697,0.11772035,0.6844591,0.7982886,0.6105597,0.6460189,0.5942123,0.2557531,0.2316053,0.4902662,0.2252193,0.3905276,0.4189225,0.7218542,0.1596377,0.6030778,0.3098993,0.3899005,0.2992718,0.1962965,0.2831073,0.8203617,0.1632797,0.5382542,0.2189364,0.6870146,0.3720829,0.7458425,0.3025795,0.3209582,0.4913869,0.15000429,0.3972784,0.4083283,0.4024597,0.4474053,0.3262686,0.3768283,0.3814997,0.4586535,0.2664167,0.10896154,0.3375993,0.10017342,0.3835928,0.4110951,0.4093589,0.1895146,0.4040524,0.3495123,0.2806157,0.4199575,0.6586061,0.1863106,0.8255576,0.3506796,0.2512106,0.688243,0.8543867,0.7539375,0.4348614,0.7309762,0.7907022,0.2097329,0.1782928,0.5301181,0.3695324,0.5688993,0.6498023,0.5839882,0.4950144,0.830022,0.356262,0.613163,0.4589043,0.2698097,0.30429731,0.4747892,0.3664208,0.4656538,0.4067413,0.4533386,0.3823211,0.7404467,0.3621001,0.3202124
GSM4299488,0.2128596,0.6689726,0.6984461,0.7440223,0.6828421,0.444195,0.5558169,0.8422948,0.8144301,0.7434847,0.6765871,0.4370324,0.6707412,0.4416015,0.3529376,0.2558707,0.3829848,0.6295345,0.342583,0.179041,0.6164375,0.5230374,0.14218633,0.4670773,0.766328,0.12990596,0.7770933,0.7730528,0.8073673,0.6174265,0.6113459,0.3276382,0.2470225,0.6049676,0.3885695,0.4952448,0.4347546,0.7956865,0.1729909,0.6977192,0.3196545,0.5034499,0.2949622,0.2770966,0.3580097,0.824458,0.2143655,0.7412957,0.2435024,0.8284009,0.4168593,0.7311472,0.3249252,0.3337549,0.5876413,0.13523236,0.6548912,0.5226224,0.4321434,0.4022395,0.4131558,0.4026072,0.4472403,0.5379294,0.3571565,0.16933138,0.3437367,0.07620366,0.5397581,0.4494042,0.4257751,0.1829095,0.4890871,0.3415407,0.3538876,0.4987468,0.722948,0.1886119,0.8247326,0.3878383,0.1974757,0.7424337,0.8600953,0.83766,0.4393347,0.7704322,0.8237348,0.1783612,0.3276503,0.5497786,0.3460277,0.6303485,0.7126118,0.8174248,0.5681294,0.7496313,0.5602208,0.6270458,0.5427394,0.2921734,0.38609046,0.5410879,0.3748721,0.5149132,0.5465512,0.4469254,0.3895984,0.7851146,0.3547661,0.3652634
GSM4299489,0.294887,0.6150341,0.715497,0.6965387,0.6090585,0.4506186,0.4977099,0.6211484,0.7828725,0.6944276,0.7058601,0.583802,0.5905938,0.406804,0.3664921,0.2728188,0.3978244,0.5733731,0.4467759,0.2292782,0.4793961,0.4120526,0.12729231,0.3717919,0.7607872,0.11187279,0.643704,0.7487734,0.6774926,0.7185166,0.5757105,0.2959935,0.2265444,0.5308973,0.2938634,0.3505563,0.3547804,0.718318,0.1875406,0.7296284,0.3766164,0.3813915,0.2475795,0.3717494,0.399704,0.7721123,0.1982595,0.5183129,0.2452728,0.68097,0.567514,0.7250453,0.3163323,0.3727744,0.5008734,0.13403322,0.4707876,0.4484549,0.4141186,0.6586996,0.2917701,0.3745163,0.4027784,0.4813533,0.2907409,0.11041321,0.2918096,0.07568667,0.3979423,0.3764536,0.4370174,0.2137899,0.4471803,0.2877764,0.3818999,0.4148456,0.6673087,0.1903929,0.7880785,0.3221105,0.2530164,0.7656895,0.8387724,0.8760622,0.4296726,0.7210814,0.839749,0.18577,0.3399597,0.5354676,0.3307459,0.5797431,0.7162389,0.6507071,0.515993,0.8379585,0.4825427,0.7316552,0.4821925,0.4973299,0.3668752,0.5109638,0.3462832,0.5081849,0.5072206,0.5129134,0.4143253,0.7545808,0.4753553,0.4368701
GSM4299494,0.2545718,0.9262918,0.5344759,0.9603121,0.9338414,0.4340048,0.5047354,0.5607192,0.7210959,0.6099305,0.7909395,0.8682198,0.5385243,0.8100894,0.3857207,0.2365974,0.5218824,0.5504291,0.8689902,0.1564907,0.8865228,0.432086,0.0941991,0.3740404,0.740144,0.11408591,0.7848927,0.7263347,0.6004325,0.8836798,0.8936312,0.2988828,0.2004555,0.52384,0.8920763,0.4496149,0.3679267,0.7267053,0.1602333,0.8894917,0.3764662,0.4932544,0.2801596,0.2715299,0.3007822,0.8418907,0.1890922,0.6232008,0.2635121,0.7229283,0.9054834,0.6927544,0.3083112,0.4397113,0.4931433,0.121887,0.6339875,0.5460578,0.3934161,0.7950851,0.4354703,0.3921264,0.9312058,0.4759957,0.2623576,0.12327716,0.7588687,0.0703422,0.5275409,0.41672,0.4103385,0.1798262,0.4265828,0.2710079,0.2306291,0.4334246,0.5814118,0.1804896,0.7646301,0.3188402,0.3203046,0.873317,0.8435968,0.7893215,0.8950642,0.7117897,0.7891901,0.1719259,0.2056527,0.519413,0.2858964,0.4731802,0.7661802,0.5562875,0.5125706,0.7931986,0.3151955,0.8849132,0.4747258,0.8058704,0.36711659,0.8859107,0.389822,0.495963,0.5058431,0.3999381,0.3898126,0.6621927,0.3607468,0.3361861
GSM4299496,0.2709804,0.8099668,0.6988102,0.8361611,0.8010312,0.436773,0.5098771,0.9337764,0.8636079,0.710514,0.5367142,0.1767617,0.7823448,0.5486128,0.4126453,0.2899589,0.3901243,0.5328351,0.1544935,0.2042598,0.7913495,0.4428351,0.12369905,0.3371547,0.8303396,0.12372238,0.7433831,0.7383236,0.8976384,0.4958024,0.7714138,0.2831362,0.2374682,0.5099523,0.683694,0.3258725,0.4119315,0.7217412,0.1382932,0.1365878,0.4006871,0.3811062,0.3161499,0.2947753,0.3152305,0.8637373,0.1817888,0.6277231,0.2037833,0.9117685,0.141259,0.7446959,0.3615126,0.2799033,0.4957328,0.11974082,0.4938939,0.4045619,0.4163303,0.2674735,0.2966624,0.3707439,0.6477671,0.4808008,0.2687005,0.10002587,0.428913,0.06172379,0.4251852,0.4274435,0.4402667,0.1734784,0.4788164,0.3214736,0.3363672,0.4407046,0.627729,0.1679366,0.8333422,0.3754483,0.2332667,0.6593782,0.8558442,0.7017508,0.5428428,0.7363432,0.8008764,0.1418381,0.2716343,0.5074657,0.369893,0.5860574,0.7616978,0.8855277,0.5194836,0.8495677,0.7626443,0.4332404,0.4674499,0.1211255,0.26257401,0.683905,0.3702181,0.5001422,0.5077766,0.4714124,0.4632771,0.7466065,0.4060783,0.3324061
GSM4299497,0.2398686,0.7994324,0.6235664,0.829915,0.802882,0.5219702,0.4597026,0.5943113,0.6809686,0.6738465,0.5335013,0.4374417,0.5620272,0.558027,0.4436981,0.2983361,0.2954522,0.5286875,0.2819749,0.1527232,0.7918673,0.410089,0.1351424,0.4943631,0.7330834,0.12319383,0.7145381,0.7647224,0.6303815,0.6653481,0.7643398,0.4341524,0.306202,0.5034539,0.6473878,0.4777336,0.4546034,0.7310714,0.1698009,0.5979555,0.419188,0.488339,0.4031299,0.4145083,0.3976659,0.8224248,0.2681117,0.6768637,0.2620806,0.7368018,0.3784585,0.7481978,0.3797669,0.2128083,0.4582343,0.13828053,0.5555338,0.4893676,0.4788731,0.3935494,0.4162328,0.4541183,0.6227232,0.4063001,0.4308126,0.12878468,0.4422798,0.06848494,0.4304483,0.3908971,0.4402648,0.1705714,0.5301541,0.377948,0.4224142,0.4227825,0.5996231,0.2041853,0.8690018,0.4191746,0.1778949,0.6716841,0.8555785,0.7231898,0.5888623,0.7548025,0.7717839,0.222856,0.3788472,0.4892172,0.414754,0.508329,0.7567885,0.5855029,0.5041937,0.84072,0.2872782,0.613101,0.4404469,0.2375755,0.21294353,0.6503722,0.3973818,0.4983319,0.5182549,0.5704141,0.4342358,0.7436032,0.5201508,0.4564148
GSM4299500,0.246606,0.591661,0.7464768,0.7152378,0.5819821,0.4197914,0.5658729,0.6216024,0.7812116,0.7620626,0.6468181,0.663265,0.5760495,0.4652717,0.3305387,0.2236374,0.3802127,0.6461737,0.4932064,0.1569024,0.5455118,0.4615661,0.11384458,0.383044,0.7937622,0.12265357,0.7002642,0.7697406,0.6661815,0.8155691,0.5332049,0.3036,0.2623864,0.6109602,0.4379593,0.3837349,0.3933503,0.6728148,0.1700495,0.7722855,0.3388134,0.3397988,0.2803122,0.2660612,0.3271578,0.8260046,0.1951643,0.6616243,0.2074292,0.7921807,0.6667154,0.76129,0.3349821,0.2668546,0.5576175,0.14419802,0.7419335,0.3746858,0.4147689,0.6199653,0.2678707,0.3937269,0.4556992,0.5394994,0.3150646,0.12727604,0.3139047,0.05945557,0.4077349,0.4108692,0.4368964,0.1948413,0.4583628,0.3308222,0.2973497,0.4905274,0.6787486,0.1969641,0.8616534,0.359489,0.1681502,0.8072479,0.8293063,0.6954372,0.4178506,0.7077116,0.8229097,0.1614036,0.2809692,0.5636175,0.338809,0.6362606,0.6818717,0.6360274,0.5798527,0.8267758,0.343202,0.7900767,0.5061951,0.5601286,0.39110311,0.5058696,0.3635526,0.4671627,0.5389274,0.4874413,0.3966946,0.8077018,0.4280065,0.4103169
GSM4299501,0.2635866,0.6716279,0.6640977,0.7290257,0.6674758,0.4368489,0.3745376,0.6243538,0.7569542,0.6339009,0.7865387,0.5037414,0.5555403,0.4590643,0.33047,0.22259,0.3331342,0.4423864,0.3933877,0.1630072,0.586483,0.3336356,0.13374004,0.3702163,0.773075,0.12165921,0.7386747,0.7374226,0.6214654,0.6869873,0.5968688,0.2610819,0.2341357,0.4762366,0.4170548,0.4346385,0.3892595,0.77603,0.170206,0.6360921,0.3216173,0.431744,0.2727309,0.2325285,0.3079765,0.8055837,0.1561096,0.6493823,0.2049787,0.7705981,0.5319358,0.7302241,0.3019254,0.3125017,0.3638922,0.16905907,0.5573123,0.4120536,0.4111974,0.5753439,0.3477519,0.3678687,0.4340582,0.3088205,0.2945213,0.13026091,0.3207099,0.06760467,0.4334783,0.3475213,0.4273729,0.1909773,0.4825029,0.3035727,0.2588713,0.3686544,0.589706,0.1880559,0.7892038,0.3440589,0.1948822,0.8775754,0.8562697,0.7827624,0.4228589,0.7780937,0.7783177,0.1734214,0.2360125,0.4558732,0.3173356,0.561926,0.6958767,0.62685,0.4460089,0.8213586,0.398019,0.6098257,0.3855174,0.4108841,0.28350687,0.4941336,0.3798407,0.4882256,0.4966006,0.4012005,0.3791605,0.7259242,0.3211908,0.3638641
GSM4299553,0.2307322,0.621513,0.6310231,0.6495952,0.6068913,0.3659135,0.4991262,0.5621372,0.6520142,0.6085636,0.6360191,0.5801361,0.53598,0.4523368,0.3139312,0.1784465,0.347525,0.5324813,0.4445119,0.1879734,0.472435,0.3960232,0.11481674,0.365036,0.6747597,0.13575212,0.6804367,0.7666761,0.5879776,0.7565065,0.5729854,0.2842044,0.2615839,0.4965697,0.2196704,0.3349673,0.4104921,0.6422245,0.1628455,0.735478,0.3183794,0.4568845,0.3256097,0.243502,0.2938656,0.8469337,0.1731871,0.6095541,0.2164067,0.6637873,0.5730073,0.7352353,0.3064952,0.2381561,0.4886947,0.13394191,0.3581001,0.4835188,0.3423423,0.6036974,0.3875606,0.3771276,0.3494888,0.4350868,0.2034089,0.09369443,0.3383438,0.06050611,0.4626039,0.4074583,0.3960382,0.1851698,0.3190491,0.3342706,0.2071022,0.423634,0.6168916,0.1631967,0.7435233,0.362951,0.3176467,0.7668004,0.8304152,0.7255742,0.4424374,0.6523409,0.7703317,0.1667437,0.2934873,0.5209385,0.380076,0.4701373,0.7227145,0.5825044,0.5024441,0.8318163,0.3526153,0.7099422,0.4532204,0.5095601,0.26104974,0.4645358,0.4137249,0.4655462,0.4727065,0.4220612,0.3987461,0.6917709,0.3878093,0.3981372
GSM4299554,0.1971079,0.5581684,0.7027083,0.6287444,0.5816249,0.4283366,0.3545174,0.6015399,0.724913,0.7512024,0.6952814,0.5327602,0.6173191,0.4537122,0.4303128,0.2622368,0.3732989,0.4587135,0.3908719,0.1855701,0.4192747,0.3652802,0.11545227,0.4201684,0.7020399,0.12242784,0.7883214,0.7242474,0.6565399,0.6578864,0.5368944,0.3284014,0.2801677,0.4407939,0.2595972,0.4994251,0.4724146,0.7126977,0.1383253,0.6923832,0.3556911,0.3171223,0.3123854,0.2297974,0.2978741,0.8156144,0.1571884,0.7060592,0.1593193,0.6795444,0.5383117,0.718139,0.3433811,0.2346929,0.3255689,0.12840029,0.6384261,0.3821892,0.3988717,0.5748317,0.2606023,0.3411638,0.3787631,0.3228263,0.3188908,0.14325917,0.3008701,0.07150516,0.5213885,0.3820376,0.4122114,0.1729129,0.4558053,0.3794694,0.2280501,0.3926942,0.5327298,0.1857649,0.8299159,0.3999971,0.1871556,0.7757496,0.855241,0.7373031,0.4371735,0.7641461,0.8400521,0.1771602,0.2023523,0.4480105,0.3671211,0.6020794,0.7576064,0.6177573,0.4669027,0.7832705,0.397748,0.7350678,0.4037648,0.4067643,0.22001613,0.4935854,0.4065725,0.4834753,0.4848191,0.3224506,0.3666799,0.7850309,0.3360313,0.3518723
GSM4299558,0.2623513,0.5781043,0.6923368,0.6354175,0.5552087,0.5283682,0.5673311,0.8267958,0.8265328,0.6409905,0.3696527,0.413387,0.665948,0.4112136,0.3473427,0.2233018,0.2837846,0.6240288,0.320567,0.185036,0.4237988,0.5129044,0.14084456,0.4675624,0.8149215,0.11002768,0.8012934,0.7135025,0.8114425,0.6388408,0.5408096,0.3343758,0.2063194,0.6065835,0.2647703,0.4843935,0.4411849,0.7872744,0.1523046,0.602754,0.333207,0.533354,0.3137459,0.2824093,0.2893165,0.8673949,0.2078583,0.7187575,0.2396727,0.7893519,0.4363137,0.7281445,0.3281416,0.2199504,0.53917,0.15181775,0.6786103,0.5232553,0.435814,0.4192944,0.4450017,0.3720677,0.3861997,0.5389967,0.3014591,0.16132453,0.2968921,0.05707031,0.5120992,0.4749094,0.4284335,0.2281748,0.5508447,0.2733766,0.2279577,0.4973157,0.7433118,0.2000612,0.6714569,0.3555389,0.2565502,0.6341498,0.854599,0.6665676,0.4088251,0.7652945,0.8471933,0.1808627,0.2398496,0.5439768,0.3241517,0.5742248,0.7129883,0.795094,0.5508516,0.7883169,0.6256654,0.7272613,0.5493093,0.3195695,0.16106178,0.4652134,0.4081578,0.5185908,0.5312379,0.3285065,0.3813905,0.7485611,0.3220285,0.3901048
GSM4299560,0.2047878,0.6359989,0.7203046,0.6969723,0.6139536,0.4619696,0.5205794,0.6412694,0.7397193,0.7199118,0.6526668,0.5830827,0.576711,0.4476627,0.3827576,0.2900901,0.3508743,0.5789702,0.4478347,0.1447028,0.572709,0.4708855,0.11432625,0.4027681,0.672042,0.1410492,0.7665073,0.7759339,0.592791,0.7435877,0.5943301,0.3977571,0.2558281,0.5691626,0.2641406,0.3317743,0.4139124,0.7675694,0.1511839,0.7153169,0.3902722,0.4568747,0.2754761,0.5471315,0.4720809,0.8344243,0.2521874,0.6537447,0.1994802,0.6999644,0.5633548,0.7164074,0.3500896,0.2740694,0.4980842,0.11603541,0.4756109,0.4636828,0.417711,0.5853345,0.3967657,0.378009,0.3758819,0.4482898,0.3200836,0.15275471,0.3356877,0.06976197,0.4731289,0.451569,0.4629915,0.1887886,0.4656645,0.3579895,0.3914833,0.4792239,0.6536003,0.210383,0.7924822,0.3010806,0.2382066,0.7422759,0.8517701,0.7331166,0.4460367,0.7439837,0.7654813,0.1446195,0.5255616,0.5027835,0.3505302,0.6337749,0.7050981,0.618606,0.5563068,0.8459565,0.3871854,0.6895523,0.5072845,0.4706829,0.18609469,0.4595619,0.3628276,0.5170257,0.5643488,0.54206,0.4106778,0.7712724,0.557204,0.5324613
GSM4299562,0.2142831,0.4761476,0.6580461,0.4870253,0.4289129,0.3999929,0.5819771,0.5286713,0.6841504,0.6191988,0.6088151,0.8262133,0.5098117,0.4243542,0.3204263,0.2122664,0.3657505,0.633048,0.7325745,0.2052531,0.3721894,0.5130153,0.11843195,0.3569002,0.7111364,0.11565208,0.7563383,0.7787231,0.6002074,0.8548002,0.5419888,0.2371889,0.2283096,0.5982154,0.2419623,0.4714807,0.3980155,0.6768037,0.1578752,0.8484614,0.3172987,0.4782187,0.2742732,0.2434788,0.3076618,0.8608551,0.1778159,0.6678327,0.2185167,0.654755,0.8371406,0.7533956,0.2971068,0.2257296,0.5674533,0.13545904,0.6722148,0.451777,0.3400466,0.7580778,0.3964963,0.3393482,0.2168111,0.5643564,0.1959209,0.09344518,0.2479817,0.06392854,0.5256209,0.4790417,0.4084062,0.2226345,0.3988739,0.3197437,0.2862638,0.5255187,0.7653921,0.1752257,0.8106827,0.3240234,0.2126232,0.7508524,0.827489,0.761414,0.378315,0.7063747,0.8181423,0.1341609,0.2499806,0.540474,0.2975131,0.5324607,0.7142068,0.5440023,0.5640783,0.7890233,0.3138868,0.8588985,0.5550054,0.7864204,0.22895837,0.3934908,0.3974638,0.4577189,0.4960299,0.4252077,0.4099719,0.7276052,0.3720125,0.355861
